City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,San Gavino Monreale,IT,39.5514,8.7917,60.01,82,0,10.36,light rain
472,Coquimbo,CL,-29.9533,-71.3436,66.2,68,0,14.97,clear sky
473,Kamskiye Polyany,RU,55.4307,51.4171,46.4,39,0,22.37,light rain
474,Kongolo,CD,-5.3833,27.0,69.93,96,100,3.2,light rain
475,Hargeysa,SO,9.56,44.065,74.35,51,10,4.16,clear sky
476,Mindelo,CV,16.8901,-24.9804,73.4,68,75,25.32,broken clouds
477,Chuka,KE,-0.3332,37.6459,64.62,86,100,1.16,light rain
478,Bonthe,SL,7.5264,-12.505,81.07,84,100,5.77,light rain
479,Ushtobe,KZ,45.2514,77.9838,23.59,83,7,2.19,clear sky
480,Manturovo,RU,58.3353,44.7619,37.26,93,100,10.89,overcast clouds
481,Baiculesti,RO,45.0667,24.7,43.2,86,27,2.91,scattered clouds
482,Windhoek,NA,-22.5594,17.0832,66.0,45,92,5.75,overcast clouds
483,Cabinda,AO,-5.55,12.2,79.97,89,99,5.7,light rain
484,Shu,KZ,43.5983,73.7614,30.99,93,98,7.0,overcast clouds
485,Rocha,UY,-34.4833,-54.3333,69.28,67,13,16.8,few clouds
486,Itarare,BR,-24.1125,-49.3317,68.72,63,46,9.48,scattered clouds
487,San Ignacio,BZ,17.1561,-89.0714,93.2,52,40,4.61,scattered clouds
488,Quatre Cocos,MU,-20.2078,57.7625,78.01,94,75,9.22,broken clouds
489,Nantucket,US,41.2835,-70.0995,57.2,77,1,18.41,clear sky
490,La Ligua,CL,-32.4524,-71.2311,64.4,72,20,11.5,few clouds
491,Malinovoye Ozero,RU,51.6753,79.7825,29.43,71,87,7.61,overcast clouds
492,Las Tunas,CU,20.9617,-76.9511,93.2,43,75,17.27,broken clouds
493,Bath,GB,51.3779,-2.3591,50.0,66,8,10.36,clear sky
494,Paharpur,PK,32.1038,70.9724,75.88,38,11,6.6,few clouds
495,Kutum,SD,14.2,24.6667,81.95,8,44,10.96,scattered clouds
496,Sumbe,AO,-11.2061,13.8437,80.83,88,5,6.64,clear sky
497,Busembatia,UG,0.7697,33.6131,66.18,96,100,3.62,moderate rain
498,Sao Filipe,CV,14.8961,-24.4956,73.74,69,100,13.22,overcast clouds
499,Sovetskiy,RU,61.3614,63.5842,40.1,78,8,8.03,clear sky
500,Unnao,IN,26.5333,80.5,66.2,88,90,9.22,overcast clouds
501,Suoyarvi,RU,62.0833,32.35,34.05,99,100,1.61,light snow
502,Kuvandyk,RU,51.4781,57.3552,42.58,52,100,6.53,overcast clouds
503,Puerto Ayora,EC,-0.7393,-90.3518,82.4,74,40,9.22,scattered clouds
504,Toktogul,KG,41.8708,72.9402,41.07,80,100,3.78,overcast clouds
505,Suleja,NG,9.1758,7.1808,91.4,55,20,3.44,moderate rain
506,Isabela,PH,6.7085,121.9711,77.99,84,93,2.57,overcast clouds
507,Berlevag,NO,70.8578,29.0864,39.2,87,75,10.36,broken clouds
508,Gravdal,NO,68.1214,13.5031,32.0,86,40,3.44,scattered clouds
509,Durgapur,IN,23.4833,87.3167,89.01,51,34,4.79,scattered clouds
510,Sarmellek,HU,46.7122,17.1687,53.6,66,0,3.44,clear sky
511,Santa Cecilia,BR,-26.9608,-50.4269,58.84,82,66,4.23,broken clouds
512,Burgersdorp,ZA,-30.9977,26.3286,62.13,49,100,4.56,overcast clouds
513,Calabar,NG,4.9517,8.322,79.57,86,70,3.29,light rain
514,Aswan,EG,24.0934,32.907,92.25,20,83,11.7,broken clouds
515,Kifri,IQ,34.6959,44.9661,84.45,17,9,2.35,clear sky
516,Cruzeiro Do Sul,BR,-29.5128,-51.9853,77.0,69,89,4.0,overcast clouds
517,Krasnoselkup,RU,65.7,82.4667,11.37,93,58,9.93,broken clouds
518,Sirumugai,IN,11.3333,77.0167,78.8,89,20,9.22,haze
519,Cumra,TR,37.5732,32.7745,53.6,47,40,10.36,scattered clouds
520,Mangrol,IN,21.1167,70.1167,79.38,80,100,9.71,overcast clouds
521,Lerik,AZ,38.7726,48.4128,60.8,77,75,3.44,broken clouds
522,Kayerkan,RU,69.3497,87.7602,14.07,93,100,11.65,light snow
523,Turkeve,HU,47.1,20.75,53.6,62,0,4.61,clear sky
524,Kapoeta,SS,4.7717,33.5903,74.98,73,100,4.5,light rain
525,Marquette,US,46.5333,-87.6335,37.0,58,99,7.85,overcast clouds
526,Sault Sainte Marie,CA,46.5168,-84.3333,35.6,38,1,13.8,clear sky
527,Wagar,SD,16.1525,36.2032,92.48,25,7,10.74,clear sky
528,Ancud,CL,-41.8697,-73.8203,57.99,58,75,3.44,broken clouds
529,Salta,AR,-24.7859,-65.4117,78.8,53,40,9.22,scattered clouds
530,Utinga,BR,-5.8172,-35.3954,86.0,70,20,14.97,few clouds
531,Alizai,PK,33.5383,70.3462,63.54,60,0,2.37,clear sky
532,Nara,JP,34.6851,135.8049,53.01,37,94,1.86,overcast clouds
533,Igarka,RU,67.4667,86.5833,7.43,93,97,7.92,overcast clouds
534,Xuddur,SO,4.1213,43.8894,74.82,80,100,9.08,light rain
535,Karaton,ID,-6.3424,106.1045,81.0,78,20,4.61,haze
536,Chermoz,RU,58.787,56.1489,38.01,73,100,7.9,overcast clouds
537,Glen Allen,US,37.666,-77.5064,68.0,32,75,14.97,broken clouds
538,Alekseyevka,RU,50.6309,38.6903,44.8,87,26,6.08,scattered clouds
539,Stykkisholmur,IS,65.0757,-22.7297,40.62,86,100,3.29,overcast clouds
540,Autun,FR,46.95,4.3,51.8,71,0,4.61,clear sky
541,Bahia Blanca,AR,-38.7196,-62.2724,74.95,54,87,17.87,light rain
542,Liwale,TZ,-9.7667,37.9333,67.35,97,47,4.09,scattered clouds
543,Qasigiannguit,GL,68.8193,-51.1922,26.6,54,6,8.05,clear sky
544,Celendin,PE,-6.8703,-78.1517,69.8,43,75,5.75,light rain
545,Tres Arroyos,AR,-38.3739,-60.2798,72.45,55,10,16.26,clear sky
546,Nadym,RU,65.5333,72.5167,31.46,96,100,11.14,overcast clouds
547,Robertsport,LR,6.7533,-11.3686,82.51,80,100,9.98,light rain
548,Pimentel,PE,-6.8367,-79.9342,73.4,68,0,19.57,clear sky
549,Qarqin,AF,37.4185,66.0436,61.36,26,54,15.61,broken clouds
550,Laurens,US,32.4502,-82.9165,77.0,25,40,18.41,scattered clouds
551,Caiaponia,BR,-16.9567,-51.8103,80.56,42,0,5.64,clear sky
552,Puerto Quijarro,BO,-17.7833,-57.7667,95.65,26,2,2.75,clear sky
553,Norilsk,RU,69.3535,88.2027,14.23,93,100,8.68,light snow
554,Ipanema,BR,-30.1391,-51.2244,75.2,64,75,25.32,broken clouds
555,Balkhash,KZ,46.844,74.9804,39.07,52,2,6.82,clear sky
556,Scarborough,GB,54.2797,-0.4044,39.99,74,55,6.44,broken clouds
557,Khandbari,NP,27.3747,87.2039,67.82,45,100,4.12,overcast clouds
558,Marsh Harbour,BS,26.5412,-77.0636,80.56,73,100,12.77,overcast clouds
559,Waddan,LY,29.1614,16.139,71.83,18,24,16.82,few clouds
560,Horqueta,PY,-23.3428,-57.0597,93.07,19,0,6.76,clear sky
561,Bayburt,TR,40.2589,40.2278,52.36,55,45,2.04,scattered clouds
562,Marawi,PH,7.9986,124.2928,75.0,90,100,5.01,overcast clouds
563,Ljungby,SE,56.8332,13.9408,39.2,81,75,12.66,drizzle
564,Camopi,GF,3.1655,-52.3158,77.58,94,91,4.61,moderate rain
565,Makokou,GA,0.5738,12.8642,70.65,97,100,5.23,moderate rain
566,Urengoy,RU,65.9667,78.3667,14.36,94,57,9.17,broken clouds
567,Pustoshka,RU,56.3355,29.369,43.84,90,100,5.97,overcast clouds
568,Punta De Bombon,PE,-17.1717,-71.7931,70.9,76,19,9.04,few clouds
569,Shawville,CA,45.6001,-76.4827,39.99,43,100,3.0,overcast clouds
570,Svetlyy,RU,54.675,20.1347,44.6,70,75,11.18,broken clouds
571,Bonfim,BR,3.0833,-59.95,90.57,45,95,7.38,overcast clouds
572,San Cristobal,VE,7.7669,-72.225,89.6,51,40,16.11,scattered clouds
573,Fort Myers Beach,US,26.452,-81.9481,82.4,51,1,6.91,clear sky
574,Antsla,EE,57.8256,26.5406,46.0,81,66,2.3,broken clouds
575,Rozkishne,UA,48.5074,39.3004,50.47,80,94,9.06,overcast clouds
576,Rajshahi,BD,24.3667,88.6,83.75,65,58,6.6,broken clouds
577,Sargatskoye,RU,55.6101,73.4972,28.63,74,1,7.45,clear sky
578,Usvyaty,RU,55.7456,30.7533,43.47,90,100,5.5,light rain
579,Rojhan,PK,28.6868,69.9534,80.67,29,2,6.96,clear sky
580,Shelburne,CA,44.0787,-80.2041,35.01,72,94,16.55,overcast clouds
581,Umea,SE,63.8284,20.2597,37.4,75,0,8.05,clear sky
582,Garowe,SO,8.4054,48.4845,79.97,65,44,15.73,scattered clouds
583,Ayagoz,KZ,47.9714,80.4392,28.2,42,17,2.89,few clouds
584,Karpogory,RU,64.0019,44.4451,43.39,64,100,14.67,overcast clouds
585,Hofn,IS,64.2539,-15.2082,41.0,65,20,3.44,few clouds
586,Soanierana Ivongo,MG,-16.9167,49.5833,74.21,92,100,5.37,light rain
587,Itainopolis,BR,-7.4469,-41.4783,84.06,61,96,5.12,overcast clouds
588,Torri Di Quartesolo,IT,45.525,11.6123,55.99,79,88,1.74,overcast clouds
589,Saint-Francois,FR,46.4154,3.9054,51.8,71,0,4.61,clear sky
590,Cootehill,IE,54.0725,-7.0819,42.15,93,13,6.82,few clouds
591,Ashqelon,IL,31.6693,34.5715,64.99,100,100,7.96,overcast clouds
592,Nambiyur,IN,11.3667,77.3333,78.8,89,20,9.22,haze
593,Lodja,CD,-3.4833,23.4333,68.83,97,95,2.42,overcast clouds
594,Asyut,EG,27.181,31.1837,78.8,34,0,17.27,clear sky
595,Keti Bandar,PK,24.1447,67.4497,81.05,70,0,13.15,clear sky
596,Kathmandu,NP,27.7167,85.3167,60.8,72,40,2.3,scattered clouds
597,Nioro,GM,13.35,-15.75,84.61,34,59,12.12,broken clouds
598,High Rock,BS,26.6208,-78.2833,80.6,74,75,9.22,broken clouds
599,Tonekabon,IR,36.8163,50.8738,68.0,77,75,2.3,broken clouds
600,Ilave,PE,-16.0833,-69.6667,55.8,32,24,7.49,few clouds
601,Rawah,IQ,34.4816,41.9093,84.09,18,98,11.27,overcast clouds
602,Zavolzhsk,RU,57.4823,42.1378,37.76,90,100,6.15,light rain
603,Verkhnyaya Inta,RU,65.9811,60.3094,33.01,75,31,8.75,scattered clouds
604,Ingenbohl,CH,47.0046,8.6148,55.4,47,75,9.22,light rain
605,Brora,GB,58.0099,-3.8518,48.2,65,0,14.97,clear sky
606,Khor,RU,47.8861,134.9464,42.4,44,0,5.57,clear sky
607,La Libertad,EC,-2.2333,-80.9,82.4,69,0,9.22,clear sky
608,Wattegama,LK,6.7989,81.4808,74.44,90,100,1.74,overcast clouds
609,Kurkino,RU,53.4257,38.6582,39.63,91,100,5.88,overcast clouds
610,Minab,IR,27.1467,57.0801,77.0,69,2,6.91,haze
611,Dhidhdhoo,MV,6.8833,73.1,83.79,68,11,5.3,few clouds
612,Cumana,VE,10.4635,-64.1775,81.18,69,51,15.95,broken clouds
613,Makueni,KE,-1.8041,37.6203,65.03,87,54,1.77,broken clouds
614,Uzventis,LT,55.7803,22.6547,46.4,66,0,12.66,clear sky
615,Tete,MZ,-16.1564,33.5867,78.8,57,40,8.05,scattered clouds
616,Mundi,IN,22.0667,76.5,84.47,29,100,5.57,overcast clouds
617,Qandala,SO,11.472,49.8728,84.69,62,6,10.07,clear sky
618,Strezhevoy,RU,60.7333,77.5889,15.8,86,0,1.1,clear sky
619,Ouargaye,BF,11.5033,0.0572,94.44,33,100,9.75,overcast clouds
620,Lukovetskiy,RU,64.2956,41.9211,42.8,70,75,6.71,broken clouds
621,Ramhormoz,IR,31.28,49.6035,86.2,18,100,5.84,overcast clouds
622,Rosetta,EG,31.4044,30.4164,62.6,72,20,6.91,few clouds
623,Qurbus,TN,36.8167,10.5687,66.2,52,40,8.05,scattered clouds
624,Andros Town,BS,24.7,-77.7667,86.0,62,75,9.22,broken clouds
625,Soledade,BR,-28.8183,-52.5103,72.34,46,2,6.6,clear sky
626,Tervel,BG,43.75,27.4,54.0,89,5,8.3,clear sky
627,Mikhaylovka,RU,50.06,43.2379,43.0,92,23,1.01,few clouds
628,Cabedelo,BR,-6.9811,-34.8339,82.4,78,0,9.22,clear sky
629,Bonoua,CI,5.2741,-3.595,84.2,84,20,10.36,few clouds
630,Alice Town,BS,25.7167,-79.3,79.52,81,100,15.1,overcast clouds
631,Bahia Honda,CU,22.9036,-83.1592,82.63,66,100,6.64,light rain
632,Svolvaer,NO,68.2342,14.5683,36.0,64,75,6.91,broken clouds
633,Mwene-Ditu,CD,-7.0,23.45,67.46,95,100,0.54,overcast clouds
634,Druzhba,UA,52.0428,33.9453,38.62,94,78,8.52,broken clouds
635,Necochea,AR,-38.5473,-58.7368,73.99,55,0,11.01,clear sky
636,Ogulin,HR,45.2661,15.2286,48.2,93,0,5.77,clear sky
637,Atasu,KZ,48.6814,71.6433,37.26,63,37,7.76,scattered clouds
638,Oil City,US,41.4339,-79.7064,39.0,60,90,13.8,overcast clouds
639,Mokshan,RU,53.4365,44.6132,45.0,69,92,10.0,overcast clouds
640,Guatire,VE,10.4762,-66.5427,84.2,51,40,8.05,scattered clouds
641,Ivanteyevka,RU,55.9711,37.9208,41.0,81,0,8.95,light rain
642,Ibicarai,BR,-14.865,-39.5875,82.4,78,75,3.44,broken clouds
643,Barra,BR,-11.0894,-43.1417,77.13,74,99,2.82,overcast clouds
644,Felipe Carrillo Puerto,MX,19.5833,-88.05,93.79,42,59,4.81,broken clouds
645,Kuloy,RU,61.0305,42.4925,36.19,96,100,11.72,light rain
646,Chernogolovka,RU,56.0,38.3667,41.0,81,0,6.71,light rain
647,Eskil,TR,38.4017,33.4131,55.29,45,3,8.25,clear sky
648,Cururupu,BR,-1.8283,-44.8683,77.86,90,89,2.53,overcast clouds
649,Butembo,CD,0.15,29.2833,58.17,97,100,2.15,overcast clouds
650,Hammerfest,NO,70.6634,23.6821,35.6,75,75,6.91,broken clouds
651,Miranda De Ebro,ES,42.6865,-2.947,55.4,76,40,9.22,scattered clouds
652,Voka,EE,59.3997,27.5817,39.72,80,81,6.87,broken clouds
653,Asuncion,PY,-25.3007,-57.6359,87.01,48,0,9.22,clear sky
654,Surt,LY,31.2089,16.5887,66.02,58,0,19.33,clear sky
655,Olafsvik,IS,64.8945,-23.7142,42.22,84,100,5.91,overcast clouds
656,Linhares,BR,-19.3911,-40.0722,76.05,73,19,7.34,few clouds
657,Ambilobe,MG,-13.2,49.05,76.82,69,100,7.38,overcast clouds
658,Cordoba,AR,-31.4135,-64.1811,62.01,77,90,13.8,overcast clouds
659,Bar-Le-Duc,FR,48.75,5.1667,59.0,51,0,5.75,clear sky
660,Tibati,CM,6.4667,12.6333,69.06,90,88,2.46,light rain
661,Xai-Xai,MZ,-25.0519,33.6442,69.01,90,0,6.31,clear sky
662,Celje,SI,46.2309,15.2604,48.0,76,0,5.01,clear sky
663,Lesnyye Polyany,RU,55.9667,37.8667,41.0,81,0,8.95,light rain
664,Bedele,ET,8.456,36.353,62.24,54,92,3.74,overcast clouds
665,Colares,PT,38.7992,-9.4469,61.0,88,75,8.05,broken clouds
666,Kudahuvadhoo,MV,2.6708,72.8944,82.04,70,9,6.02,clear sky
667,Bingol,TR,38.8847,40.4939,58.69,61,100,5.12,overcast clouds
668,Benghazi,LY,32.1167,20.0667,64.74,49,0,14.67,clear sky
669,Somerset East,ZA,-32.7217,25.588,63.68,59,89,2.73,overcast clouds
670,Villa Carlos Paz,AR,-31.4241,-64.4978,62.01,77,90,13.8,overcast clouds
671,Tucurui,BR,-3.7661,-49.6725,79.97,89,82,3.11,broken clouds
672,Laurel,US,39.0993,-76.8483,55.99,43,40,19.57,scattered clouds
673,Romulus,US,42.2223,-83.3966,44.6,39,90,17.27,overcast clouds
674,Kamina,CD,-8.7386,24.9906,65.19,94,100,2.19,light rain
675,Zhezkazgan,KZ,47.8043,67.7144,39.49,50,0,6.2,clear sky
676,Maxixe,MZ,-23.8597,35.3472,69.8,94,20,5.14,few clouds
677,Uige,AO,-7.6087,15.0613,67.91,93,97,3.38,light rain
678,Kimamba,TZ,-6.7833,37.1333,71.6,100,75,2.91,broken clouds
679,Tabou,CI,4.423,-7.3528,81.93,80,100,8.7,overcast clouds
680,Novyy Urengoy,RU,66.0833,76.6333,23.13,93,89,10.6,overcast clouds
681,Sisimiut,GL,66.9395,-53.6735,32.47,76,61,5.03,broken clouds
682,Raahe,FI,64.6833,24.4833,41.0,56,0,3.44,clear sky
683,Asfi,MA,32.2994,-9.2372,63.16,79,98,14.88,overcast clouds
684,Ghanzi,BW,-21.5667,21.7833,63.64,40,0,8.03,clear sky
685,Port Shepstone,ZA,-30.7414,30.455,70.11,83,54,11.77,broken clouds
686,Muyezerskiy,RU,63.9333,31.65,34.47,99,100,3.96,light snow
687,Sao Joao Do Piaui,BR,-8.3581,-42.2467,83.64,58,100,5.41,overcast clouds
688,Petropavlovka,RU,50.6114,105.3196,26.73,88,100,4.03,light snow
689,General Roca,AR,-39.0333,-67.5833,69.8,49,20,4.61,few clouds
690,Yanaul,RU,56.2719,54.9309,45.09,51,100,10.83,light rain
691,Mwadui,TZ,-3.55,33.6,68.18,78,100,6.96,overcast clouds
692,Nioki,CD,-2.7167,17.6833,72.59,91,44,2.39,scattered clouds
693,Baghdad,IQ,33.3406,44.4009,84.2,30,0,6.91,clear sky
694,Kaabong,UG,3.4836,34.1492,66.83,74,99,6.22,light rain
695,Diego De Almagro,CL,-26.3667,-70.05,74.79,22,1,11.7,clear sky
696,San Alberto,CO,7.7611,-73.3922,88.75,62,97,2.28,overcast clouds
697,Vieques,PR,18.425,-65.8329,84.2,65,20,21.85,few clouds
698,Brae,GB,60.3964,-1.353,44.6,65,90,12.66,overcast clouds
699,Jumla,NP,29.2747,82.1838,39.79,89,100,5.82,light rain
700,Mount Pleasant,US,32.7941,-79.8626,84.0,26,20,14.97,few clouds
701,Springbok,ZA,-29.6643,17.8865,64.71,45,0,2.04,clear sky
702,Akureyri,IS,65.6835,-18.0878,46.4,53,20,14.97,few clouds
703,Glazov,RU,58.1394,52.6584,43.57,54,100,10.92,overcast clouds
704,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,81.57,85,87,4.29,overcast clouds
705,Usinsk,RU,65.9939,57.5281,34.34,89,99,10.58,overcast clouds
706,Ndele,CF,8.4109,20.6473,80.22,48,62,4.36,light rain
707,Paramonga,PE,-10.6667,-77.8333,71.4,79,15,9.15,few clouds
